N T LP_floor IP_lower LP_upper dual_sortedness
40603 13535 40595 40602 40602.01190476 sorted
40604 13535 40597 40603 40603.08482143 sorted
40605 13535 40598 40604 40604.20014881 sorted
40606 13536 40599 40605 40605.02455357 sorted
40607 13536 40601 40606 40606.11383929 sorted
40608 13536 40602 40607 40607.22916667 sorted
40609 13537 40603 40607 40607.97849462 sorted
40610 13537 40604 40609 40609.09408602 sorted
40611 13537 40603 40610 40610.20967742 sorted
40612 13538 40604 40611 40611.10752688 sorted
40613 13538 40603 40612 40612.21774194 sorted
40614 13538 40605 40613 40613.33333333 sorted
40615 13539 40609 40614 40614.09139785 sorted
40616 13539 40610 40615 40615.19354839 sorted
40617 13539 40611 40616 40616.30913978 sorted
40618 13540 40612 40617 40617.15591398 sorted
40619 13540 40612 40618 40618.26881720 sorted
40620 13540 40611 40619 40619.38440860 sorted
40621 13541 40614 40620 40620.17204301 sorted
40622 13541 40614 40621 40621.28494624 sorted
40623 13541 40617 40622 40622.40053763 sorted
40624 13542 40616 40623 40623.23655914 sorted
40625 13542 40617 40624 40624.35215054 sorted
40626 13542 40617 40625 40625.46774194 sorted
40627 13543 40620 40625 40625.90521978 sorted
40628 13543 40620 40627 40627.01373626 sorted
40629 13543 40623 40628 40628.12912088 sorted
40630 13544 40624 40628 40628.97636218 sorted
40631 13544 40626 40630 40630.08934295 sorted
40632 13544 40627 40631 40631.20472756 sorted
40633 13545 40628 40632 40632.03044872 sorted
40634 13545 40628 40633 40633.13661859 sorted
40635 13545 40629 40634 40634.25200321 sorted
40636 13546 40626 40634 40634.58585165 sorted
40637 13546 40629 40635 40635.58585165 sorted
40638 13546 40627 40636 40636.70123626 sorted
40639 13547 40631 40637 40637.37980769 sorted
40640 13547 40632 40638 40638.49519231 sorted
40641 13547 40633 40639 40639.61057692 sorted
40642 13548 40632 40640 40640.52626105 sorted
40643 13548 40635 40641 40641.63962559 sorted
40644 13548 40635 40642 40642.75507020 sorted
40645 13549 40637 40643 40643.56734269 sorted
40646 13549 40637 40644 40644.64014561 sorted
40647 13549 40639 40645 40645.75559022 sorted
40648 13550 40638 40646 40646.56682267 sorted
40649 13550 40640 40647 40647.65574623 sorted
40650 13550 40642 40648 40648.77119085 sorted
40651 13551 40644 40649 40649.49661986 sorted
40652 13551 40643 40650 40650.56942278 sorted
40653 13551 40645 40651 40651.68486739 sorted
40654 13552 40647 40652 40652.48621945 sorted
40655 13552 40646 40653 40653.59906396 sorted
40656 13552 40647 40654 40654.71450858 sorted
40657 13553 40647 40655 40655.47752126 sorted
40658 13553 40650 40656 40656.58930741 sorted
40659 13553 40652 40657 40657.70473876 sorted
40660 13554 40652 40658 40658.60024301 sorted
40661 13554 40654 40659 40659.71324423 sorted
40662 13554 40654 40660 40660.82867558 sorted
40663 13555 40655 40661 40661.74605103 sorted
40664 13555 40657 40662 40662.86148238 sorted
40665 13555 40658 40663 40663.97691373 sorted
40666 13556 40657 40664 40664.75820170 sorted
40667 13556 40660 40665 40665.86391252 sorted
40668 13556 40661 40666 40666.97934386 sorted
40669 13557 40662 40667 40667.81530984 sorted
40670 13557 40662 40668 40668.92952612 sorted
40671 13557 40663 40670 40670.04495747 sorted
40672 13558 40665 40670 40670.88699879 sorted
40673 13558 40666 40672 40672.00121507 sorted
40674 13558 40667 40673 40673.11664642 sorted
40675 13559 40668 40673 40673.96840826 sorted
40676 13559 40668 40675 40675.04131227 sorted
40677 13559 40670 40676 40676.15674362 sorted
40678 13560 40671 40676 40676.82259414 sorted
40679 13560 40670 40677 40677.92803347 sorted
40680 13560 40672 40679 40679.04351464 sorted
40681 13561 40672 40679 40679.81799272 sorted
40682 13561 40673 40680 40680.89079563 sorted
40683 13561 40675 40682 40682.00624025 sorted
40684 13562 40675 40682 40682.78055122 sorted
40685 13562 40677 40683 40683.89651586 sorted
40686 13562 40677 40685 40685.01196048 sorted
40687 13563 40678 40685 40685.87155486 sorted
40688 13563 40680 40686 40686.97451898 sorted
40689 13563 40681 40688 40688.08996360 sorted
40690 13564 40681 40688 40688.96066946 sorted
40691 13564 40681 40690 40690.04937238 sorted
40692 13564 40683 40691 40691.16485356 sorted
40693 13565 40684 40691 40691.88368201 sorted
40694 13565 40684 40692 40692.95648536 sorted
40695 13565 40685 40694 40694.07196653 sorted
40696 13566 40687 40694 40694.88619247 sorted
40697 13566 40687 40695 40695.88619247 sorted
40698 13566 40690 40697 40697.00167364 sorted
40699 13567 40690 40698 40698.00167364 sorted
40700 13567 40693 40699 40699.11631799 sorted
40701 13567 40694 40700 40700.23179916 sorted
40702 13568 40694 40701 40701.12635983 sorted
40703 13568 40695 40702 40702.24100418 sorted
40704 13568 40696 40703 40703.35648536 sorted
40705 13569 40697 40703 40703.96236559 sorted
40706 13569 40699 40705 40705.03494624 sorted
40707 13569 40700 40706 40706.15053763 sorted
40708 13570 40700 40706 40706.95698925 sorted
40709 13570 40702 40707 40707.95698925 sorted
40710 13570 40703 40709 40709.07258065 sorted
40711 13571 40702 40710 40710.18010753 sorted
40712 13571 40705 40711 40711.29301075 sorted
40713 13571 40705 40712 40712.40860215 sorted
40714 13572 40707 40713 40713.15053763 sorted
40715 13572 40708 40714 40714.26344086 sorted
40716 13572 40709 40715 40715.37903226 sorted
40717 13573 40709 40716 40716.43244804 sorted
40718 13573 40709 40717 40717.50519630 sorted
40719 13573 40713 40718 40718.62066975 sorted
40720 13574 40715 40719 40719.38978495 sorted
40721 13574 40719 40720 40720.50000000 sorted
40722 13574 40713 40721 40721.61559140 sorted
40723 13575 40714 40722 40722.37365591 sorted
40724 13575 40717 40723 40723.44623656 sorted
40725 13575 40717 40724 40724.56182796 sorted
40726 13576 40719 40725 40725.37254025 sorted
40727 13576 40721 40726 40726.48568873 sorted
40728 13576 40721 40727 40727.60107335 sorted
40729 13577 40722 40728 40728.41139241 sorted
40730 13577 40721 40729 40729.50791139 sorted
40731 13577 40726 40730 40730.62341772 sorted
40732 13578 40723 40731 40731.51898734 sorted
40733 13578 40725 40732 40732.63291139 sorted
40734 13578 40725 40733 40733.74841772 sorted
40735 13579 40728 40734 40734.10772059 sorted
40736 13579 40727 40735 40735.22316176 sorted
40737 13579 40728 40736 40736.33860294 sorted
40738 13580 40730 40737 40737.07720588 sorted
40739 13580 40732 40738 40738.07720588 sorted
40740 13580 40733 40739 40739.19264706 sorted
40741 13581 40734 40739 40739.99558824 sorted
40742 13581 40735 40741 40741.10661765 sorted
40743 13581 40735 40742 40742.22205882 sorted
40744 13582 40738 40743 40743.03750000 sorted
40745 13582 40738 40744 40744.15147059 sorted
40746 13582 40738 40745 40745.26691176 sorted
40747 13583 40740 40746 40746.10000000 sorted
40748 13583 40741 40747 40747.21433824 sorted
40749 13583 40742 40748 40748.32977941 sorted
40750 13584 40742 40749 40749.44448529 sorted
40751 13584 40743 40750 40750.44448529 sorted
40752 13584 40744 40751 40751.55992647 sorted
40753 13585 40746 40752 40752.35661765 sorted
40754 13585 40746 40753 40753.47169118 sorted
40755 13585 40747 40754 40754.58713235 sorted
40756 13586 40748 40755 40755.13663968 sorted
40757 13586 40749 40756 40756.24949393 sorted
40758 13586 40750 40757 40757.36487854 sorted
40759 13587 40750 40758 40758.10981781 sorted
40760 13587 40752 40759 40759.22014170 sorted
40761 13587 40753 40760 40760.33552632 sorted
40762 13588 40754 40761 40761.13107287 sorted
40763 13588 40755 40762 40762.13107287 sorted
40764 13588 40757 40763 40763.24645749 sorted
40765 13589 40757 40763 40763.83097166 sorted
40766 13589 40759 40764 40764.94635628 sorted
40767 13589 40760 40766 40766.06174089 sorted
40768 13590 40761 40766 40766.66826923 sorted
40769 13590 40761 40767 40767.78205128 sorted
40770 13590 40764 40768 40768.89743590 sorted
40771 13591 40765 40769 40769.63562753 sorted
40772 13591 40766 40770 40770.70850202 sorted
40773 13591 40766 40771 40771.82388664 sorted
40774 13592 40766 40772 40772.72047908 sorted
40775 13592 40767 40773 40773.83485155 sorted
40776 13592 40767 40774 40774.95023617 sorted
40777 13593 40770 40775 40775.77260459 sorted
40778 13593 40770 40776 40776.84547908 sorted
40779 13593 40773 40777 40777.96086370 sorted
40780 13594 40774 40778 40778.70175439 sorted
40781 13594 40775 40779 40779.80195682 sorted
40782 13594 40774 40780 40780.91734143 sorted
40783 13595 40775 40781 40781.72908232 sorted
40784 13595 40777 40782 40782.83232119 sorted
40785 13595 40779 40783 40783.94770580 sorted
40786 13596 40779 40784 40784.73211876 sorted
40787 13596 40780 40785 40785.73211876 sorted
40788 13596 40781 40786 40786.84750337 sorted
40789 13597 40780 40787 40787.80021368 sorted
40790 13597 40782 40788 40788.89636752 sorted
40791 13597 40784 40790 40790.01175214 sorted
40792 13598 40785 40790 40790.89636752 sorted
40793 13598 40785 40792 40792.01121795 sorted
40794 13598 40787 40793 40793.12660256 sorted
40795 13599 40790 40793 40793.92611336 sorted
40796 13599 40789 40795 40795.04048583 sorted
40797 13599 40790 40796 40796.15587045 sorted
40798 13600 40791 40796 40796.92813765 sorted
40799 13600 40794 40798 40798.03441296 sorted
40800 13600 40794 40799 40799.14979757 sorted
40801 13601 40792 40799 40799.99313187 sorted
40802 13601 40794 40801 40801.10370879 sorted
40803 13601 40795 40802 40802.21909341 sorted
40804 13602 40796 40802 40802.98279352 sorted
40805 13602 40797 40804 40804.07894737 sorted
40806 13602 40799 40805 40805.19433198 sorted
40807 13603 40800 40806 40806.01720648 sorted
40808 13603 40800 40807 40807.12044534 sorted
40809 13603 40803 40808 40808.23582996 sorted
40810 13604 40806 40808 40808.98076923 sorted
40811 13604 40804 40810 40810.09109312 sorted
40812 13604 40805 40811 40811.20647773 sorted
40813 13605 40805 40811 40811.82017544 sorted
40814 13605 40808 40812 40812.89304993 sorted
40815 13605 40808 40814 40814.00843455 sorted
40816 13606 40810 40814 40814.79284750 sorted
40817 13606 40811 40815 40815.90823212 sorted
40818 13606 40808 40817 40817.02361673 sorted
40819 13607 40811 40817 40817.76855601 sorted
40820 13607 40812 40818 40818.88394062 sorted
40821 13607 40813 40819 40819.99932524 sorted
40822 13608 40814 40820 40820.77159244 sorted
40823 13608 40815 40821 40821.77159244 sorted
40824 13608 40816 40822 40822.88697706 sorted
40825 13609 40816 40824 40824.00134953 sorted
40826 13609 40817 40825 40825.11572200 sorted
40827 13609 40819 40826 40826.23110661 sorted
40828 13610 40819 40826 40826.96997301 sorted
40829 13610 40820 40827 40827.96997301 sorted
40830 13610 40822 40829 40829.08535763 sorted
40831 13611 40822 40829 40829.89541161 sorted
40832 13611 40823 40831 40831.01079622 sorted
40833 13611 40824 40832 40832.12618084 sorted
40834 13612 40825 40832 40832.88022942 sorted
40835 13612 40826 40833 40833.97638327 sorted
40836 13612 40828 40835 40835.09176788 sorted
40837 13613 40828 40835 40835.70107962 sorted
40838 13613 40828 40836 40836.80937922 sorted
40839 13613 40831 40837 40837.92476383 sorted
40840 13614 40829 40838 40838.81646424 sorted
40841 13614 40832 40839 40839.81646424 sorted
40842 13614 40833 40840 40840.93184885 sorted
40843 13615 40833 40841 40841.75573549 sorted
40844 13615 40836 40842 40842.82860999 sorted
40845 13615 40836 40843 40843.94399460 sorted
40846 13616 40835 40844 40844.73650472 sorted
40847 13616 40836 40845 40845.73650472 sorted
40848 13616 40837 40846 40846.85188934 sorted
40849 13617 40839 40847 40847.66464238 sorted
40850 13617 40841 40848 40848.77935223 sorted
40851 13617 40846 40849 40849.89473684 sorted
40852 13618 40845 40850 40850.45365951 sorted
40853 13618 40845 40851 40851.45365951 sorted
40854 13618 40846 40852 40852.56901352 sorted
40855 13619 40848 40853 40853.40274463 sorted
40856 13619 40850 40854 40854.50576770 sorted
40857 13619 40850 40855 40855.62112172 sorted
40858 13620 40851 40856 40856.51610979 sorted
40859 13620 40851 40857 40857.62947494 sorted
40860 13620 40854 40858 40858.74482896 sorted
40861 13621 40853 40859 40859.57020684 sorted
40862 13621 40854 40860 40860.64299920 sorted
40863 13621 40856 40861 40861.75835322 sorted
40864 13622 40856 40862 40862.68038982 sorted
40865 13622 40857 40863 40863.79256165 sorted
40866 13622 40857 40864 40864.90791567 sorted
40867 13623 40859 40865 40865.55469372 sorted
40868 13623 40860 40866 40866.66885442 sorted
40869 13623 40862 40867 40867.78420843 sorted
40870 13624 40862 40868 40868.55906921 sorted
40871 13624 40863 40869 40869.66964996 sorted
40872 13624 40866 40870 40870.78500398 sorted
40873 13625 40866 40871 40871.49940334 sorted
40874 13625 40866 40872 40872.61356404 sorted
40875 13625 40868 40873 40873.72891806 sorted
40876 13626 40866 40874 40874.45054945 sorted
40877 13626 40868 40875 40875.56318681 sorted
40878 13626 40868 40876 40876.67857143 sorted
40879 13627 40870 40877 40877.38186813 sorted
40880 13627 40870 40878 40878.49725275 sorted
40881 13627 40872 40879 40879.61263736 sorted
40882 13628 40873 40880 40880.46703297 sorted
40883 13628 40874 40881 40881.46703297 sorted
40884 13628 40875 40882 40882.58241758 sorted
40885 13629 40876 40883 40883.41689560 sorted
40886 13629 40877 40884 40884.48969780 sorted
40887 13629 40878 40885 40885.60508242 sorted
40888 13630 40881 40886 40886.58447802 sorted
40889 13630 40878 40887 40887.69299450 sorted
40890 13630 40881 40888 40888.80837912 sorted
40891 13631 40884 40889 40889.78708791 sorted
40892 13631 40885 40890 40890.85989009 sorted
40893 13631 40885 40891 40891.97527473 sorted
40894 13632 40887 40892 40892.69368132 sorted
40895 13632 40887 40893 40893.78983516 sorted
40896 13632 40888 40894 40894.90521978 sorted
40897 13633 40886 40895 40895.39423077 sorted
40898 13633 40890 40896 40896.50961538 sorted
40899 13633 40891 40897 40897.62500000 sorted
40900 13634 40890 40898 40898.51991758 sorted
40901 13634 40891 40899 40899.60920330 sorted
40902 13634 40893 40900 40900.72458791 sorted
40903 13635 40893 40901 40901.37431319 sorted
40904 13635 40895 40902 40902.47733516 sorted
40905 13635 40894 40903 40903.59271978 sorted
40906 13636 40895 40904 40904.42582418 sorted
40907 13636 40899 40905 40905.53021978 sorted
40908 13636 40901 40906 40906.64560440 sorted
40909 13637 40900 40907 40907.46359890 sorted
40910 13637 40903 40908 40908.55975275 sorted
40911 13637 40902 40909 40909.67513736 sorted
40912 13638 40903 40910 40910.45673077 sorted
40913 13638 40903 40911 40911.57005495 sorted
40914 13638 40905 40912 40912.68543956 sorted
40915 13639 40904 40913 40913.50412088 sorted
40916 13639 40908 40914 40914.62087912 sorted
40917 13639 40909 40915 40915.73626374 sorted
40918 13640 40910 40916 40916.51717033 sorted
40919 13640 40913 40917 40917.63186813 sorted
40920 13640 40911 40918 40918.74725275 sorted
40921 13641 40913 40919 40919.83884546 sorted
40922 13641 40913 40920 40920.95339747 sorted
40923 13641 40914 40922 40922.06885147 sorted
40924 13642 40916 40922 40922.90950090 sorted
40925 13642 40916 40924 40924.01653638 sorted
40926 13642 40917 40925 40925.13199038 sorted
40927 13643 40918 40925 40925.78923632 sorted
40928 13643 40920 40926 40926.90108238 sorted
40929 13643 40920 40928 40928.01653638 sorted
40930 13644 40921 40928 40928.82230908 sorted
40931 13644 40922 40929 40929.93776308 sorted
40932 13644 40923 40931 40931.05321708 sorted
40933 13645 40925 40931 40931.76097414 sorted
40934 13645 40926 40932 40932.87642814 sorted
40935 13645 40926 40933 40933.99188214 sorted
40936 13646 40926 40934 40934.81680868 sorted
40937 13646 40928 40935 40935.93144849 sorted
40938 13646 40929 40937 40937.04686290 sorted
40939 13647 40930 40937 40937.79124710 sorted
40940 13647 40931 40938 40938.90588691 sorted
40941 13647 40931 40940 40940.02130132 sorted
40942 13648 40930 40940 40940.85553834 sorted
40943 13648 40932 40941 40941.94461658 sorted
40944 13648 40933 40943 40943.06003098 sorted
40945 13649 40937 40943 40943.85838845 sorted
40946 13649 40937 40944 40944.97203848 sorted
40947 13649 40938 40946 40946.08749248 sorted
40948 13650 40940 40946 40946.98346362 sorted
40949 13650 40942 40947 40947.98346362 sorted
40950 13650 40942 40949 40949.09891762 sorted
40951 13651 40943 40949 40949.49514563 sorted
40952 13651 40945 40950 40950.59816613 sorted
40953 13651 40944 40951 40951.71359223 sorted
40954 13652 40944 40952 40952.78640777 sorted
40955 13652 40946 40953 40953.88241640 sorted
40956 13652 40949 40954 40954.99784250 sorted
40957 13653 40948 40955 40955.80852211 sorted
40958 13653 40949 40956 40956.88133765 sorted
40959 13653 40950 40957 40957.99676375 sorted
40960 13654 40951 40959 40959.07335491 sorted
40961 13654 40954 40960 40960.07335491 sorted
40962 13654 40955 40961 40961.18878101 sorted
40963 13655 40957 40962 40962.04800431 sorted
40964 13655 40957 40963 40963.16343042 sorted
40965 13655 40957 40964 40964.27885653 sorted
40966 13656 40959 40965 40965.06040992 sorted
40967 13656 40958 40966 40966.17313916 sorted
40968 13656 40961 40967 40967.28856526 sorted
40969 13657 40961 40968 40968.13052859 sorted
40970 13657 40964 40969 40969.24541532 sorted
40971 13657 40965 40970 40970.36084142 sorted
40972 13658 40965 40971 40971.13915858 sorted
40973 13658 40967 40972 40972.13915858 sorted
40974 13658 40968 40973 40973.25458468 sorted
40975 13659 40967 40974 40974.11380798 sorted
40976 13659 40968 40975 40975.22815534 sorted
40977 13659 40969 40976 40976.34358145 sorted
